date,t_mean,t_max,t_min,rh_mean,app_t_mean,app_t_max,hours_above_32,city,issued_on
2026-08-04,29.96666666666667,34.2,25.6,70.20833333333333,34.708333333333336,41.2,5,chennai,2026-08-04
2026-08-05,28.3,34.6,25.0,78.91666666666667,33.0,41.4,3,chennai,2026-08-04
2026-08-06,28.09583333333333,32.8,25.2,80.5,32.71666666666667,37.2,3,chennai,2026-08-04
2026-08-04,25.079166666666666,30.1,22.3,83.25,28.320833333333336,34.3,0,coimbatore,2026-08-04
2026-08-05,24.491666666666664,28.9,21.9,86.125,27.354166666666668,31.6,0,coimbatore,2026-08-04
2026-08-06,23.77916666666667,27.3,22.0,88.83333333333333,26.191666666666663,29.4,0,coimbatore,2026-08-04
2026-08-04,29.02083333333333,36.0,26.7,65.95833333333333,32.775,40.8,5,madurai,2026-08-04
2026-08-05,29.04583333333333,33.8,25.8,64.625,32.94583333333333,37.7,4,madurai,2026-08-04
2026-08-06,28.65416666666667,33.9,25.8,68.54166666666667,32.625,38.5,3,madurai,2026-08-04
2026-08-04,27.8,34.4,23.7,73.20833333333333,31.941666666666663,39.4,4,salem,2026-08-04
2026-08-05,26.5625,30.6,23.5,82.0,31.28333333333333,34.3,0,salem,2026-08-04
2026-08-06,26.27916666666667,31.3,24.1,83.625,31.44583333333333,36.8,0,salem,2026-08-04
2026-08-04,30.34166666666667,36.8,26.4,61.708333333333336,32.75833333333333,40.1,9,trichy,2026-08-04
2026-08-05,30.0,34.5,26.2,60.833333333333336,31.804166666666664,36.7,8,trichy,2026-08-04
2026-08-06,30.041666666666668,34.0,27.3,59.41666666666666,31.195833333333336,34.4,7,trichy,2026-08-04
2026-08-05,29.179166666666664,34.5,25.2,75.66666666666667,34.05833333333333,40.0,6,chennai,2026-08-05
2026-08-06,28.370833333333334,33.5,25.2,79.79166666666667,33.0875,37.6,4,chennai,2026-08-05
2026-08-07,27.15416666666667,29.3,25.1,81.625,31.35,33.7,0,chennai,2026-08-05
2026-08-05,25.016666666666666,29.9,22.2,83.29166666666667,27.9,33.6,0,coimbatore,2026-08-05
2026-08-06,24.52916666666667,29.3,22.0,84.54166666666667,26.85,32.2,0,coimbatore,2026-08-05
2026-08-07,23.891666666666666,27.8,21.6,86.41666666666667,26.0375,29.7,0,coimbatore,2026-08-05
2026-08-05,29.379166666666663,35.2,25.9,65.125,33.6625,39.3,6,madurai,2026-08-05
2026-08-06,29.65833333333333,35.1,26.4,62.25,33.2,39.4,5,madurai,2026-08-05
2026-08-07,29.304166666666664,33.1,25.9,61.79166666666666,32.81666666666667,37.2,5,madurai,2026-08-05
2026-08-05,27.35833333333333,31.7,23.9,77.58333333333333,32.020833333333336,35.8,0,salem,2026-08-05
2026-08-06,26.975,32.0,24.3,78.20833333333333,31.67083333333333,37.2,0,salem,2026-08-05
2026-08-07,26.65416666666667,31.1,23.6,77.625,30.75,34.0,0,salem,2026-08-05
2026-08-05,31.02916666666667,37.1,27.0,55.958333333333336,32.983333333333334,39.5,8,trichy,2026-08-05
2026-08-06,31.04583333333333,37.0,27.6,56.125,32.5875,38.5,8,trichy,2026-08-05
2026-08-07,30.10833333333333,35.0,27.1,57.79166666666666,31.2,36.3,7,trichy,2026-08-05
2026-08-06,29.89583333333333,35.6,25.7,72.66666666666667,34.666666666666664,40.2,6,chennai,2026-08-06
2026-08-07,28.27083333333333,33.3,26.0,80.95833333333333,33.0375,36.8,3,chennai,2026-08-06
2026-08-08,29.1125,33.7,26.2,72.08333333333333,33.237500000000004,38.4,5,chennai,2026-08-06
2026-08-06,24.9,29.1,22.7,84.33333333333333,27.508333333333336,31.5,0,coimbatore,2026-08-06
2026-08-07,24.191666666666663,28.6,21.9,85.29166666666667,26.3875,31.3,0,coimbatore,2026-08-06
2026-08-08,24.52916666666667,30.1,21.6,83.29166666666667,26.73333333333333,32.5,0,coimbatore,2026-08-06
2026-08-06,29.8,36.5,27.3,61.958333333333336,33.37916666666667,41.7,6,madurai,2026-08-06
2026-08-07,28.579166666666666,31.9,25.6,64.41666666666667,31.879166666666663,35.4,0,madurai,2026-08-06
2026-08-08,29.4125,35.3,25.5,61.708333333333336,33.11666666666667,40.3,5,madurai,2026-08-06
2026-08-06,26.975,32.0,24.5,78.04166666666667,31.7625,38.0,0,salem,2026-08-06
2026-08-07,26.383333333333336,32.6,23.6,81.08333333333333,31.0375,36.4,1,salem,2026-08-06
2026-08-08,26.433333333333334,32.0,23.3,79.875,31.15833333333333,36.7,0,salem,2026-08-06
2026-08-06,31.391666666666666,37.1,27.9,53.833333333333336,32.862500000000004,39.1,9,trichy,2026-08-06
2026-08-07,30.1,34.6,26.8,58.5,31.3,35.6,6,trichy,2026-08-06
2026-08-08,30.35833333333333,36.5,27.1,58.958333333333336,32.1625,38.7,6,trichy,2026-08-06
2026-08-07,28.46666666666667,32.8,25.6,78.66666666666667,33.204166666666666,37.3,2,chennai,2026-08-07
2026-08-08,29.27083333333333,33.9,26.1,71.45833333333333,33.36666666666667,37.0,6,chennai,2026-08-07
2026-08-09,29.641666666666666,34.9,26.5,70.08333333333333,34.0,39.8,5,chennai,2026-08-07
2026-08-07,24.34166666666667,28.6,21.9,85.41666666666667,26.729166666666668,31.2,0,coimbatore,2026-08-07
2026-08-08,24.575,30.2,21.8,83.125,26.90416666666667,32.9,0,coimbatore,2026-08-07
2026-08-09,25.04583333333333,30.8,21.8,82.375,27.83333333333333,34.1,0,coimbatore,2026-08-07
2026-08-07,29.120833333333334,34.1,26.8,65.45833333333333,33.05416666666667,37.8,2,madurai,2026-08-07
2026-08-08,29.354166666666668,33.2,26.0,61.41666666666666,32.77916666666667,36.7,6,madurai,2026-08-07
2026-08-09,30.166666666666668,35.7,25.8,58.458333333333336,33.87083333333333,40.6,7,madurai,2026-08-07
2026-08-07,26.245833333333334,30.6,24.2,82.41666666666667,30.9375,34.9,0,salem,2026-08-07
2026-08-08,26.27916666666667,30.7,23.1,81.29166666666667,30.85,34.4,0,salem,2026-08-07
2026-08-09,27.370833333333334,32.4,23.2,74.70833333333333,32.05416666666667,36.7,1,salem,2026-08-07
2026-08-07,30.05,34.3,27.3,59.16666666666666,31.5375,35.7,6,trichy,2026-08-07
2026-08-08,30.512500000000003,35.7,27.0,57.125,31.808333333333334,37.8,9,trichy,2026-08-07
2026-08-09,30.995833333333334,37.5,27.1,57.625,33.295833333333334,40.5,8,trichy,2026-08-07
2026-08-08,29.508333333333336,34.2,26.9,69.91666666666667,33.516666666666666,38.2,5,chennai,2026-08-08
2026-08-09,29.9375,35.6,26.6,67.91666666666667,34.025,40.3,6,chennai,2026-08-08
2026-08-10,30.675,36.5,27.1,67.29166666666667,35.22083333333333,42.5,8,chennai,2026-08-08
2026-08-08,24.10833333333333,29.7,21.8,87.125,26.5375,31.9,0,coimbatore,2026-08-08
2026-08-09,25.03333333333333,30.8,21.7,83.04166666666667,27.9,34.0,0,coimbatore,2026-08-08
2026-08-10,25.2125,29.6,22.2,83.875,28.48333333333333,34.0,0,coimbatore,2026-08-08
2026-08-08,31.02916666666667,36.0,28.4,51.083333333333336,33.50416666666667,38.3,9,madurai,2026-08-08
2026-08-09,31.008333333333336,37.0,26.4,54.083333333333336,34.4375,41.1,9,madurai,2026-08-08
2026-08-10,31.02083333333333,37.7,27.1,55.0,34.6,42.9,6,madurai,2026-08-08
2026-08-08,26.454166666666666,31.5,24.3,80.33333333333333,31.20833333333333,36.6,0,salem,2026-08-08
2026-08-09,27.329166666666666,32.2,23.0,75.41666666666667,31.954166666666666,36.7,1,salem,2026-08-08
2026-08-10,27.870833333333334,33.2,23.7,75.83333333333333,32.954166666666666,38.4,2,salem,2026-08-08
2026-08-08,30.816666666666663,36.0,28.0,55.375,31.9,37.5,8,trichy,2026-08-08
2026-08-09,31.1875,38.2,27.1,57.833333333333336,33.775,41.1,8,trichy,2026-08-08
2026-08-10,31.04583333333333,38.7,27.2,61.125,34.05416666666667,41.9,8,trichy,2026-08-08
2026-08-09,29.475,35.1,26.4,71.91666666666667,34.170833333333334,41.8,5,chennai,2026-08-09
2026-08-10,30.05,35.6,26.5,70.83333333333333,34.791666666666664,41.3,7,chennai,2026-08-09
2026-08-11,29.775,35.6,25.9,73.04166666666667,34.895833333333336,42.5,8,chennai,2026-08-09
2026-08-09,24.995833333333334,29.6,22.2,84.29166666666667,28.1,33.5,0,coimbatore,2026-08-09
2026-08-10,25.266666666666666,29.7,22.4,83.0,28.320833333333336,33.9,0,coimbatore,2026-08-09
2026-08-11,25.67083333333333,31.3,22.5,80.58333333333333,28.65833333333333,34.7,0,coimbatore,2026-08-09
2026-08-09,31.4875,36.8,27.2,51.04166666666666,34.775,41.2,11,madurai,2026-08-09
2026-08-10,31.225,38.5,26.9,54.5,34.80833333333333,43.2,8,madurai,2026-08-09
2026-08-11,29.854166666666668,37.8,26.8,64.83333333333333,34.15416666666667,42.9,6,madurai,2026-08-09
2026-08-09,27.2,32.8,24.0,79.04166666666667,32.362500000000004,38.7,1,salem,2026-08-09
2026-08-10,27.78333333333333,33.6,24.1,75.04166666666667,32.65833333333333,38.3,3,salem,2026-08-09
2026-08-11,27.508333333333336,32.3,24.0,79.79166666666667,33.0,39.0,1,salem,2026-08-09
2026-08-09,30.95,38.5,27.3,60.0,33.59583333333333,41.8,8,trichy,2026-08-09
2026-08-10,30.8125,37.7,26.9,60.79166666666666,33.67916666666667,41.2,8,trichy,2026-08-09
2026-08-11,30.15833333333333,38.2,26.8,66.0,33.78333333333333,43.2,7,trichy,2026-08-09
2026-08-10,30.09583333333333,35.6,25.4,70.79166666666667,34.90416666666667,42.2,6,chennai,2026-08-10
2026-08-11,29.475,34.7,25.9,75.75,34.68333333333333,41.0,6,chennai,2026-08-10
2026-08-12,30.04583333333333,35.1,26.6,72.45833333333333,34.99583333333333,39.8,7,chennai,2026-08-10
2026-08-10,25.541666666666668,29.5,22.7,82.70833333333333,28.875,33.7,0,coimbatore,2026-08-10
2026-08-11,25.641666666666666,31.0,22.6,81.125,28.566666666666663,35.0,0,coimbatore,2026-08-10
2026-08-12,25.525,30.9,22.0,81.625,28.691666666666663,34.3,0,coimbatore,2026-08-10
2026-08-10,31.35833333333333,38.1,27.4,53.04166666666666,34.6,42.2,9,madurai,2026-08-10
2026-08-11,31.354166666666668,38.5,27.3,54.91666666666666,34.954166666666666,43.5,8,madurai,2026-08-10
2026-08-12,31.475,39.0,26.4,51.5,34.3375,43.4,10,madurai,2026-08-10
2026-08-10,28.245833333333334,33.5,24.7,73.29166666666667,33.2125,39.5,5,salem,2026-08-10
2026-08-11,28.09166666666667,33.4,24.4,76.875,33.483333333333334,39.2,3,salem,2026-08-10
2026-08-12,28.02916666666667,34.0,23.9,70.79166666666667,32.425000000000004,39.4,6,salem,2026-08-10
2026-08-10,30.95833333333333,38.6,27.6,61.083333333333336,34.108333333333334,42.7,7,trichy,2026-08-10
2026-08-11,31.22083333333333,38.3,27.0,61.0,34.625,42.3,8,trichy,2026-08-10
2026-08-12,31.304166666666664,38.6,26.8,57.458333333333336,34.05833333333333,41.9,9,trichy,2026-08-10
2026-08-11,29.40416666666667,35.1,26.0,78.25,34.920833333333334,42.4,6,chennai,2026-08-11
2026-08-12,29.479166666666668,34.4,25.7,76.58333333333333,34.65833333333333,40.3,6,chennai,2026-08-11
2026-08-13,29.570833333333336,34.8,26.3,76.25,35.0375,41.5,5,chennai,2026-08-11
2026-08-11,25.8375,30.6,22.9,80.83333333333333,29.120833333333334,34.9,0,coimbatore,2026-08-11
2026-08-12,25.745833333333334,31.5,22.1,80.45833333333333,28.695833333333336,35.1,0,coimbatore,2026-08-11
2026-08-13,25.53333333333333,30.4,22.2,80.45833333333333,28.354166666666668,33.8,0,coimbatore,2026-08-11
2026-08-11,31.3875,38.6,27.5,56.25,34.791666666666664,41.1,8,madurai,2026-08-11
2026-08-12,30.9625,37.9,26.5,57.25,34.78333333333333,42.2,6,madurai,2026-08-11
2026-08-13,31.1,38.4,26.7,56.125,34.295833333333334,42.8,7,madurai,2026-08-11
2026-08-11,27.95833333333333,33.9,24.9,75.54166666666667,33.170833333333334,40.0,3,salem,2026-08-11
2026-08-12,28.370833333333334,34.4,24.3,71.875,33.125,39.6,6,salem,2026-08-11
2026-08-13,28.004166666666663,33.6,24.0,72.83333333333333,32.729166666666664,39.6,4,salem,2026-08-11
2026-08-11,30.633333333333336,37.2,27.6,63.625,34.229166666666664,41.5,8,trichy,2026-08-11
2026-08-12,30.879166666666663,37.5,26.7,60.208333333333336,33.775,40.8,8,trichy,2026-08-11
2026-08-13,31.133333333333336,38.0,26.8,58.29166666666666,33.550000000000004,41.5,9,trichy,2026-08-11
2026-08-12,30.129166666666663,34.4,27.1,72.08333333333333,35.05833333333333,40.7,6,chennai,2026-08-12
2026-08-13,30.6625,35.9,27.1,67.5,35.391666666666666,41.2,7,chennai,2026-08-12
2026-08-14,30.166666666666668,37.7,25.7,69.91666666666667,34.545833333333334,42.4,7,chennai,2026-08-12
2026-08-12,25.754166666666663,31.4,22.6,80.45833333333333,28.754166666666663,35.1,0,coimbatore,2026-08-12
2026-08-13,25.445833333333336,30.9,22.3,81.29166666666667,28.34166666666667,34.0,0,coimbatore,2026-08-12
2026-08-14,25.1125,30.9,22.3,82.5,27.83333333333333,33.7,0,coimbatore,2026-08-12
2026-08-12,30.245833333333334,35.6,26.3,62.083333333333336,34.275,40.5,8,madurai,2026-08-12
2026-08-13,30.241666666666664,36.6,26.1,60.41666666666666,34.1625,42.6,7,madurai,2026-08-12
2026-08-14,29.441666666666663,35.9,25.8,64.95833333333333,33.44583333333333,40.8,5,madurai,2026-08-12
2026-08-12,28.3,34.0,24.3,73.95833333333333,33.291666666666664,38.9,6,salem,2026-08-12
2026-08-13,27.995833333333334,32.5,24.2,72.75,32.766666666666666,39.1,3,salem,2026-08-12
2026-08-14,26.854166666666668,33.4,24.0,80.375,32.016666666666666,39.5,2,salem,2026-08-12
2026-08-12,31.25,37.5,27.1,58.708333333333336,34.40833333333333,41.2,9,trichy,2026-08-12
2026-08-13,30.67083333333333,37.4,27.1,60.583333333333336,33.0625,39.6,7,trichy,2026-08-12
2026-08-14,30.0375,37.7,27.0,63.083333333333336,32.55833333333333,40.5,6,trichy,2026-08-12
2026-08-13,30.104166666666668,35.3,26.8,73.16666666666667,35.204166666666666,41.5,5,chennai,2026-08-13
2026-08-14,30.15,36.5,26.6,70.91666666666667,34.74166666666667,41.1,7,chennai,2026-08-13
2026-08-15,30.104166666666668,36.3,26.0,67.95833333333333,34.25,40.2,6,chennai,2026-08-13
2026-08-13,25.491666666666664,29.8,22.7,81.33333333333333,28.29583333333333,33.0,0,coimbatore,2026-08-13
2026-08-14,25.120833333333334,30.3,22.4,82.66666666666667,27.84583333333333,33.6,0,coimbatore,2026-08-13
2026-08-15,24.9125,29.9,22.4,83.33333333333333,27.308333333333334,32.8,0,coimbatore,2026-08-13
2026-08-13,29.45,34.9,26.7,64.91666666666667,33.541666666666664,40.8,4,madurai,2026-08-13
2026-08-14,28.97083333333333,35.0,25.5,68.33333333333333,33.083333333333336,40.1,5,madurai,2026-08-13
2026-08-15,29.40416666666667,35.1,25.3,64.70833333333333,33.18333333333333,38.9,6,madurai,2026-08-13
2026-08-13,28.34583333333333,32.9,25.4,71.58333333333333,33.1375,39.2,2,salem,2026-08-13
2026-08-14,27.241666666666664,33.9,24.0,77.375,32.020833333333336,40.2,2,salem,2026-08-13
2026-08-15,27.3,33.6,23.6,77.16666666666667,32.075,38.9,3,salem,2026-08-13
2026-08-13,31.09583333333333,37.6,27.6,59.29166666666666,33.96666666666667,41.3,8,trichy,2026-08-13
2026-08-14,29.8375,37.4,26.7,66.08333333333333,32.666666666666664,39.7,6,trichy,2026-08-13
2026-08-15,30.425,35.9,26.4,59.04166666666666,32.24166666666667,37.4,7,trichy,2026-08-13
2026-08-14,30.5375,36.6,26.4,68.45833333333333,34.87916666666667,41.1,8,chennai,2026-08-14
2026-08-15,30.28333333333333,35.8,26.5,66.83333333333333,34.2875,38.9,8,chennai,2026-08-14
2026-08-16,30.554166666666664,36.8,27.1,67.20833333333333,34.6625,40.5,7,chennai,2026-08-14
2026-08-14,25.34583333333333,30.7,22.7,81.41666666666667,28.066666666666663,33.3,0,coimbatore,2026-08-14
2026-08-15,25.391666666666666,31.0,22.3,80.5,27.72083333333333,33.2,0,coimbatore,2026-08-14
2026-08-16,25.14583333333333,29.8,21.8,82.0,27.495833333333334,32.6,0,coimbatore,2026-08-14
2026-08-14,28.870833333333334,35.1,26.0,67.45833333333333,33.00833333333333,40.6,3,madurai,2026-08-14
2026-08-15,29.59166666666667,34.8,25.9,65.45833333333333,33.954166666666666,40.4,6,madurai,2026-08-14
2026-08-16,30.225,36.4,25.6,59.208333333333336,33.141666666666666,39.6,7,madurai,2026-08-14
2026-08-14,26.78333333333333,34.1,24.6,83.33333333333333,32.12916666666667,39.9,2,salem,2026-08-14
2026-08-15,27.0875,32.7,23.6,77.95833333333333,31.883333333333336,37.5,2,salem,2026-08-14
2026-08-16,27.704166666666666,33.7,23.8,74.08333333333333,32.458333333333336,38.5,4,salem,2026-08-14
2026-08-14,29.629166666666663,36.2,26.6,66.625,32.666666666666664,40.3,6,trichy,2026-08-14
2026-08-15,30.2375,36.0,26.7,61.25,32.5,37.2,8,trichy,2026-08-14
2026-08-16,30.0375,36.8,26.9,64.08333333333333,32.97083333333333,39.1,7,trichy,2026-08-14
2026-08-15,31.02083333333333,35.6,27.9,65.08333333333333,35.4,40.7,8,chennai,2026-08-15
2026-08-16,30.35833333333333,35.5,26.9,69.79166666666667,35.0,40.4,6,chennai,2026-08-15
2026-08-17,30.5875,36.7,26.8,68.0,35.104166666666664,41.9,7,chennai,2026-08-15
2026-08-15,25.3125,30.0,22.3,81.16666666666667,27.745833333333334,32.5,0,coimbatore,2026-08-15
2026-08-16,25.6,31.3,22.1,80.29166666666667,28.14583333333333,34.8,0,coimbatore,2026-08-15
2026-08-17,25.625,31.1,22.4,79.625,28.15,34.0,0,coimbatore,2026-08-15
2026-08-15,30.15416666666667,35.8,25.4,60.083333333333336,33.30416666666667,40.1,8,madurai,2026-08-15
2026-08-16,31.016666666666666,37.1,26.3,54.958333333333336,34.18333333333333,41.6,9,madurai,2026-08-15
2026-08-17,30.96666666666667,37.2,27.3,55.458333333333336,34.1875,40.8,8,madurai,2026-08-15
2026-08-15,28.1125,33.4,24.3,72.08333333333333,32.44166666666667,38.3,4,salem,2026-08-15
2026-08-16,28.125,33.9,23.9,71.33333333333333,32.925000000000004,39.4,5,salem,2026-08-15
2026-08-17,27.916666666666668,34.0,24.5,75.25,32.954166666666666,38.8,4,salem,2026-08-15
2026-08-15,30.7625,36.3,26.4,57.083333333333336,32.2875,38.2,9,trichy,2026-08-15
2026-08-16,30.945833333333336,37.1,27.0,58.208333333333336,33.3875,39.4,9,trichy,2026-08-15
2026-08-17,31.0125,37.0,27.4,57.75,33.4,38.4,8,trichy,2026-08-15
2026-08-16,30.90416666666667,35.9,27.8,66.45833333333333,35.37916666666667,40.7,7,chennai,2026-08-16
2026-08-17,30.566666666666663,35.5,25.1,68.08333333333333,35.237500000000004,40.9,8,chennai,2026-08-16
2026-08-18,28.516666666666666,34.3,25.0,79.58333333333333,33.62083333333333,41.4,4,chennai,2026-08-16
2026-08-16,25.866666666666664,31.7,22.0,77.91666666666667,28.27916666666667,34.9,0,coimbatore,2026-08-16
2026-08-17,25.975,31.9,22.5,77.75,28.6375,35.0,0,coimbatore,2026-08-16
2026-08-18,25.95833333333333,31.6,22.1,78.20833333333333,28.60833333333333,34.7,0,coimbatore,2026-08-16
2026-08-16,30.829166666666666,36.4,26.1,54.41666666666666,33.87083333333333,40.6,9,madurai,2026-08-16
2026-08-17,30.429166666666664,37.5,26.9,58.875,34.21666666666667,42.0,6,madurai,2026-08-16
2026-08-18,31.05,37.2,25.7,56.125,34.3875,41.3,9,madurai,2026-08-16
2026-08-16,28.691666666666663,33.9,24.5,68.83333333333333,33.50833333333333,39.6,6,salem,2026-08-16
2026-08-17,27.42083333333333,34.2,24.7,77.04166666666667,32.520833333333336,40.3,4,salem,2026-08-16
2026-08-18,27.666666666666668,33.7,23.7,76.83333333333333,32.825,39.2,3,salem,2026-08-16
2026-08-16,31.65416666666667,37.8,27.4,53.54166666666666,33.708333333333336,40.1,10,trichy,2026-08-16
2026-08-17,30.5125,37.3,27.4,62.41666666666666,33.42916666666667,40.8,9,trichy,2026-08-16
2026-08-18,31.46666666666667,38.1,26.4,55.375,33.65,39.7,10,trichy,2026-08-16
2026-08-17,30.73333333333333,36.4,26.0,67.70833333333333,35.229166666666664,41.7,8,chennai,2026-08-17
2026-08-18,29.391666666666666,35.1,25.5,75.41666666666667,34.525,41.7,6,chennai,2026-08-17
2026-08-19,29.425,35.9,25.7,73.25,34.00833333333333,40.5,6,chennai,2026-08-17
2026-08-17,25.725,31.8,22.7,78.79166666666667,28.21666666666667,34.7,0,coimbatore,2026-08-17
2026-08-18,26.120833333333334,31.6,22.3,77.5,29.066666666666663,34.8,0,coimbatore,2026-08-17
2026-08-19,25.52916666666667,31.6,22.1,82.16666666666667,28.766666666666666,36.2,0,coimbatore,2026-08-17
2026-08-17,30.1875,37.9,27.3,62.625,34.00416666666667,42.2,6,madurai,2026-08-17
2026-08-18,30.3375,35.3,25.7,59.375,34.15,38.7,8,madurai,2026-08-17
2026-08-19,30.479166666666668,37.0,26.1,59.875,34.47083333333333,42.4,8,madurai,2026-08-17
2026-08-17,27.97083333333333,33.6,25.1,73.5,32.75416666666667,39.6,4,salem,2026-08-17
2026-08-18,28.004166666666663,34.2,24.0,76.83333333333333,33.30833333333333,39.2,6,salem,2026-08-17
2026-08-19,27.40416666666667,32.6,24.1,81.29166666666667,32.95,39.2,2,salem,2026-08-17
2026-08-17,30.679166666666664,37.4,27.5,59.91666666666666,33.2,39.8,8,trichy,2026-08-17
2026-08-18,30.8875,37.1,26.4,58.66666666666666,33.770833333333336,39.9,8,trichy,2026-08-17
2026-08-19,30.73333333333333,37.6,27.0,62.625,34.1,41.4,8,trichy,2026-08-17
2026-08-18,30.1125,35.5,26.9,73.125,35.3125,42.7,6,chennai,2026-08-18
2026-08-19,28.766666666666666,35.3,25.2,78.54166666666667,33.72083333333334,41.2,5,chennai,2026-08-18
2026-08-20,29.579166666666666,35.3,26.0,74.125,34.4625,40.9,6,chennai,2026-08-18
2026-08-18,26.075,31.3,22.4,77.875,29.1375,35.0,0,coimbatore,2026-08-18
2026-08-19,25.229166666666668,30.0,22.3,84.83333333333333,28.75,34.4,0,coimbatore,2026-08-18
2026-08-20,25.7125,30.6,22.7,81.5,28.8625,34.6,0,coimbatore,2026-08-18
2026-08-18,31.854166666666668,37.7,26.7,49.75,34.9125,41.5,11,madurai,2026-08-18
2026-08-19,30.979166666666668,38.2,27.0,56.0,34.6625,43.8,8,madurai,2026-08-18
2026-08-20,30.7625,36.8,26.6,58.083333333333336,34.59166666666667,41.5,7,madurai,2026-08-18
2026-08-18,28.308333333333334,33.9,24.6,71.75,33.225,39.7,4,salem,2026-08-18
2026-08-19,27.29583333333333,34.1,24.5,81.20833333333333,32.72083333333333,39.8,2,salem,2026-08-18
2026-08-20,28.025,33.5,24.4,72.79166666666667,32.63333333333333,38.1,4,salem,2026-08-18
2026-08-18,31.73333333333333,38.1,27.2,55.91666666666666,34.5125,41.3,10,trichy,2026-08-18
2026-08-19,30.35833333333333,38.3,27.1,64.95833333333333,33.770833333333336,41.7,6,trichy,2026-08-18
2026-08-20,31.175,37.0,26.9,58.958333333333336,34.40416666666667,41.0,10,trichy,2026-08-18
2026-08-19,29.175,36.5,25.8,76.08333333333333,33.90416666666667,41.9,5,chennai,2026-08-19
2026-08-20,29.766666666666666,35.2,25.8,74.0,34.7875,40.3,6,chennai,2026-08-19
2026-08-21,30.870833333333334,35.9,27.4,62.958333333333336,34.86666666666667,41.2,8,chennai,2026-08-19
2026-08-19,25.09583333333333,28.9,22.6,85.83333333333333,28.7,33.5,0,coimbatore,2026-08-19
2026-08-20,25.77916666666667,30.7,22.9,79.91666666666667,28.875,33.7,0,coimbatore,2026-08-19
2026-08-21,25.579166666666666,31.0,22.0,78.20833333333333,27.995833333333334,34.2,0,coimbatore,2026-08-19
2026-08-19,30.1125,36.3,27.1,60.16666666666666,33.94583333333333,40.5,5,madurai,2026-08-19
2026-08-20,30.4125,36.5,26.1,59.208333333333336,34.233333333333334,41.1,8,madurai,2026-08-19
2026-08-21,31.0375,37.2,26.2,49.208333333333336,33.61666666666667,41.3,9,madurai,2026-08-19
2026-08-19,27.53333333333333,34.7,24.9,77.66666666666667,32.416666666666664,39.8,3,salem,2026-08-19
2026-08-20,28.008333333333336,34.4,24.3,77.08333333333333,33.2625,39.3,5,salem,2026-08-19
2026-08-21,28.27916666666667,35.0,23.6,68.5,32.36666666666667,39.2,6,salem,2026-08-19
2026-08-19,30.320833333333336,38.3,26.9,63.708333333333336,33.479166666666664,43.0,6,trichy,2026-08-19
2026-08-20,30.716666666666665,35.3,26.9,57.54166666666666,33.24166666666667,39.0,10,trichy,2026-08-19
2026-08-21,31.09583333333333,36.5,26.8,51.41666666666666,32.6,39.9,9,trichy,2026-08-19
